Memory Length,4000,
Trigger Level,2.56900e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,6.00000e-02,
Horizontal Units,S,
Horizontal Scale,2.50000e-02,
Horizontal Position,7.8890000e+00,
Horizontal Mode,Main,
Sampling Period,1.00000e-04,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
7.689000e+0,-3.60e-2,
7.689100e+0,-3.60e-2,
7.689200e+0,-3.60e-2,
7.689300e+0,-3.20e-2,
7.689400e+0,-3.20e-2,
7.689500e+0,-3.40e-2,
7.689600e+0,-3.40e-2,
7.689700e+0,-3.80e-2,
7.689800e+0,-3.80e-2,
7.689900e+0,-3.40e-2,
7.690000e+0,-3.40e-2,
7.690100e+0,-3.40e-2,
7.690200e+0,-3.40e-2,
7.690300e+0,-3.40e-2,
7.690400e+0,-3.40e-2,
7.690500e+0,-3.60e-2,
7.690600e+0,-3.60e-2,
7.690700e+0,-3.60e-2,
7.690800e+0,-3.60e-2,
7.690900e+0,-3.40e-2,
7.691000e+0,-3.40e-2,
7.691100e+0,-3.20e-2,
7.691200e+0,-3.20e-2,
7.691300e+0,-3.60e-2,
7.691400e+0,-3.60e-2,
7.691500e+0,-3.40e-2,
7.691600e+0,-3.40e-2,
7.691700e+0,-3.40e-2,
7.691800e+0,-3.40e-2,
7.691900e+0,-3.60e-2,
7.692000e+0,-3.60e-2,
7.692100e+0,-3.40e-2,
7.692200e+0,-3.40e-2,
7.692300e+0,-3.40e-2,
7.692400e+0,-3.40e-2,
7.692500e+0,-3.40e-2,
7.692600e+0,-3.40e-2,
7.692700e+0,-3.40e-2,
7.692800e+0,-3.40e-2,
7.692900e+0,-3.40e-2,
7.693000e+0,-3.40e-2,
7.693100e+0,-3.40e-2,
7.693200e+0,-3.40e-2,
7.693300e+0,-3.40e-2,
7.693400e+0,-3.40e-2,
7.693500e+0,-3.60e-2,
7.693600e+0,-3.60e-2,
7.693700e+0,-3.60e-2,
7.693800e+0,-3.60e-2,
7.693900e+0,-3.60e-2,
7.694000e+0,-3.60e-2,
7.694100e+0,-3.60e-2,
7.694200e+0,-3.60e-2,
7.694300e+0,-3.40e-2,
7.694400e+0,-3.40e-2,
7.694500e+0,-3.60e-2,
7.694600e+0,-3.60e-2,
7.694700e+0,-3.40e-2,
7.694800e+0,-3.40e-2,
7.694900e+0,-3.60e-2,
7.695000e+0,-3.60e-2,
7.695100e+0,-3.60e-2,
7.695200e+0,-3.60e-2,
7.695300e+0,-3.60e-2,
7.695400e+0,-3.60e-2,
7.695500e+0,-3.60e-2,
7.695600e+0,-3.60e-2,
7.695700e+0,-3.40e-2,
7.695800e+0,-3.40e-2,
7.695900e+0,-3.40e-2,
7.696000e+0,-3.40e-2,
7.696100e+0,-3.60e-2,
7.696200e+0,-3.60e-2,
7.696300e+0,-3.60e-2,
7.696400e+0,-3.60e-2,
7.696500e+0,-3.60e-2,
7.696600e+0,-3.60e-2,
7.696700e+0,-3.40e-2,
7.696800e+0,-3.40e-2,
7.696900e+0,-3.40e-2,
7.697000e+0,-3.40e-2,
7.697100e+0,-3.60e-2,
7.697200e+0,-3.60e-2,
7.697300e+0,-3.20e-2,
7.697400e+0,-3.20e-2,
7.697500e+0,-3.40e-2,
7.697600e+0,-3.40e-2,
7.697700e+0,-3.60e-2,
7.697800e+0,-3.60e-2,
7.697900e+0,-3.60e-2,
7.698000e+0,-3.60e-2,
7.698100e+0,-3.40e-2,
7.698200e+0,-3.40e-2,
7.698300e+0,-3.40e-2,
7.698400e+0,-3.40e-2,
7.698500e+0,-3.40e-2,
7.698600e+0,-3.40e-2,
7.698700e+0,-3.60e-2,
7.698800e+0,-3.60e-2,
7.698900e+0,-3.60e-2,
7.699000e+0,-3.60e-2,
7.699100e+0,-3.80e-2,
7.699200e+0,-3.80e-2,
7.699300e+0,-3.60e-2,
7.699400e+0,-3.60e-2,
7.699500e+0,-3.40e-2,
7.699600e+0,-3.40e-2,
7.699700e+0,-3.60e-2,
7.699800e+0,-3.60e-2,
7.699900e+0,-3.60e-2,
7.700000e+0,-3.60e-2,
