-2.720	0.240	0.080
-2.718	0.240	0.080
-2.716	0.240	0.080
-2.714	0.240	0.040
-2.712	0.240	0.040
-2.710	0.200	0.060
-2.708	0.200	0.060
-2.706	0.240	0.040
-2.704	0.240	0.040
-2.702	0.280	0.040
-2.700	0.280	0.040
-2.698	0.280	0.040
-2.696	0.280	0.040
-2.694	0.200	0.060
-2.692	0.200	0.060
-2.690	0.240	0.040
-2.688	0.240	0.040
-2.686	0.160	0.060
-2.684	0.160	0.060
-2.682	0.200	0.060
-2.680	0.200	0.060
-2.678	0.200	0.040
-2.676	0.200	0.040
-2.674	0.200	0.040
-2.672	0.200	0.040
-2.670	0.200	0.080
-2.668	0.200	0.080
-2.666	0.200	0.060
-2.664	0.200	0.060
-2.662	0.200	0.040
-2.660	0.200	0.040
-2.658	0.120	0.040
-2.656	0.120	0.040
-2.654	0.160	0.060
-2.652	0.160	0.060
-2.650	0.200	0.020
-2.648	0.200	0.020
-2.646	0.160	0.060
-2.644	0.160	0.060
-2.642	0.120	0.060
-2.640	0.120	0.060
-2.638	0.160	0.040
-2.636	0.160	0.040
-2.634	0.160	0.060
-2.632	0.160	0.060
-2.630	0.160	0.040
-2.628	0.160	0.040
-2.626	0.120	0.020
-2.624	0.120	0.020
-2.622	0.160	0.040
-2.620	0.160	0.040
-2.618	0.120	0.060
-2.616	0.120	0.060
-2.614	0.120	0.040
-2.612	0.120	0.040
-2.610	0.080	0.040
-2.608	0.080	0.040
-2.606	0.080	0.060
-2.604	0.080	0.060
-2.602	0.080	0.060
-2.600	0.080	0.060
-2.598	0.080	0.040
-2.596	0.080	0.040
-2.594	0.080	0.040
-2.592	0.080	0.040
-2.590	0.080	0.060
-2.588	0.080	0.060
-2.586	0.080	0.040
-2.584	0.080	0.040
-2.582	0.080	0.040
-2.580	0.080	0.040
-2.578	0.040	0.040
-2.576	0.040	0.040
-2.574	0.080	0.040
-2.572	0.080	0.040
-2.570	0.080	0.040
-2.568	0.080	0.040
-2.566	0.080	0.040
-2.564	0.080	0.040
-2.562	0.080	0.060
-2.560	0.080	0.060
-2.558	0.040	0.040
-2.556	0.040	0.040
-2.554	0.040	0.040
-2.552	0.040	0.040
-2.550	0.040	0.040
-2.548	0.040	0.040
-2.546	0.000	0.040
-2.544	0.000	0.040
-2.542	0.040	0.040
-2.540	0.040	0.040
-2.538	0.000	0.040
-2.536	0.000	0.040
