6.596	0.038	0.363
6.596	0.038	0.363
6.596	0.038	0.363
6.596	0.036	0.363
6.596	0.036	0.363
6.597	0.040	0.364
6.597	0.040	0.364
6.597	0.040	0.363
6.597	0.040	0.363
6.597	0.038	0.364
6.597	0.038	0.364
6.597	0.038	0.364
6.597	0.038	0.364
6.597	0.036	0.364
6.597	0.036	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.598	0.040	0.364
6.598	0.040	0.364
6.598	0.038	0.364
6.598	0.038	0.364
6.599	0.036	0.365
6.599	0.036	0.365
6.599	0.036	0.365
6.599	0.036	0.365
6.599	0.038	0.365
6.599	0.038	0.365
6.599	0.038	0.365
6.599	0.038	0.365
6.599	0.036	0.366
6.599	0.036	0.366
6.600	0.038	0.366
6.600	0.038	0.366
6.600	0.040	0.367
6.600	0.040	0.367
6.600	0.038	0.366
6.600	0.038	0.366
6.600	0.038	0.366
6.600	0.038	0.366
6.600	0.038	0.367
6.600	0.038	0.367
6.601	0.036	0.366
6.601	0.036	0.366
6.601	0.038	0.367
6.601	0.038	0.367
6.601	0.038	0.366
6.601	0.038	0.366
6.601	0.038	0.367
6.601	0.038	0.367
6.601	0.038	0.367
6.601	0.038	0.367
6.602	0.038	0.367
6.602	0.038	0.367
6.602	0.036	0.367
6.602	0.036	0.367
6.602	0.036	0.368
6.602	0.036	0.368
6.602	0.038	0.368
6.602	0.038	0.368
6.602	0.038	0.368
6.602	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.603	0.038	0.368
6.604	0.038	0.368
6.604	0.038	0.368
6.604	0.038	0.368
6.604	0.038	0.368
6.604	0.038	0.368
6.604	0.038	0.368
6.604	0.040	0.368
6.604	0.040	0.368
6.604	0.036	0.369
6.604	0.036	0.369
6.605	0.038	0.368
6.605	0.038	0.368
6.605	0.038	0.368
6.605	0.038	0.368
6.605	0.038	0.368
6.605	0.038	0.368
6.605	0.036	0.368
6.605	0.036	0.368
6.605	0.038	0.369
6.605	0.038	0.369
6.606	0.038	0.369
6.606	0.038	0.369
6.606	0.038	0.369
6.606	0.038	0.369
6.606	0.038	0.369
6.606	0.038	0.369
6.606	0.036	0.369
6.606	0.036	0.369
6.606	0.036	0.369
6.606	0.036	0.369
6.607	0.038	0.369
6.607	0.038	0.369
6.607	0.036	0.370
6.607	0.036	0.370
6.607	0.038	0.370
6.607	0.038	0.370
6.607	0.036	0.370
6.607	0.036	0.370
6.607	0.038	0.371
6.607	0.038	0.371
6.608	0.036	0.371
6.608	0.036	0.371
6.608	0.036	0.371
6.608	0.036	0.371
6.608	0.036	0.372
6.608	0.036	0.372
6.608	0.036	0.371
6.608	0.036	0.371
6.608	0.038	0.372
6.608	0.038	0.372
6.609	0.038	0.371
6.609	0.038	0.371
6.609	0.036	0.372
6.609	0.036	0.372
6.609	0.036	0.372
6.609	0.036	0.372
6.609	0.040	0.372
6.609	0.040	0.372
6.609	0.038	0.372
6.609	0.038	0.372
6.610	0.036	0.372
6.610	0.036	0.372
6.610	0.036	0.372
6.610	0.036	0.372
6.610	0.036	0.372
6.610	0.036	0.372
6.610	0.038	0.373
6.610	0.038	0.373
6.610	0.038	0.373
6.610	0.038	0.373
6.611	0.038	0.374
6.611	0.038	0.374
6.611	0.036	0.373
6.611	0.036	0.373
6.611	0.038	0.373
6.611	0.038	0.373
6.611	0.038	0.373
6.611	0.038	0.373
6.611	0.038	0.374
6.611	0.038	0.374
6.612	0.040	0.374
6.612	0.040	0.374
6.612	0.038	0.374
6.612	0.038	0.374
6.612	0.040	0.375
6.612	0.040	0.375
6.612	0.036	0.375
6.612	0.036	0.375
6.612	0.038	0.376
6.612	0.038	0.376
6.613	0.038	0.376
6.613	0.038	0.376
6.613	0.036	0.375
6.613	0.036	0.375
6.613	0.038	0.376
6.613	0.038	0.376
6.613	0.038	0.376
6.613	0.038	0.376
6.613	0.040	0.376
6.613	0.040	0.376
6.614	0.038	0.376
6.614	0.038	0.376
6.614	0.036	0.376
6.614	0.036	0.376
6.614	0.036	0.377
6.614	0.036	0.377
6.614	0.038	0.377
6.614	0.038	0.377
6.614	0.036	0.377
6.614	0.036	0.377
6.615	0.036	0.377
6.615	0.036	0.377
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.615	0.038	0.378
6.616	0.036	0.379
6.616	0.036	0.379
6.616	0.036	0.379
6.616	0.036	0.379
6.616	0.036	0.379
6.616	0.036	0.379
6.616	0.038	0.379
6.616	0.038	0.379
6.616	0.038	0.380
6.616	0.038	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.617	0.036	0.380
6.617	0.036	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.617	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.038	0.380
6.618	0.034	0.381
6.618	0.034	0.381
6.619	0.036	0.380
6.619	0.036	0.380
6.619	0.036	0.381
6.619	0.036	0.381
6.619	0.036	0.381
6.619	0.036	0.381
6.619	0.038	0.382
6.619	0.038	0.382
6.619	0.038	0.382
6.619	0.038	0.382
6.620	0.036	0.382
6.620	0.036	0.382
6.620	0.036	0.381
6.620	0.036	0.381
6.620	0.036	0.383
6.620	0.036	0.383
6.620	0.038	0.383
6.620	0.038	0.383
6.620	0.036	0.383
6.620	0.036	0.383
6.621	0.036	0.383
6.621	0.036	0.383
6.621	0.036	0.384
