Memory Length,4000,
Trigger Level,2.56900e+00,
Source,CH2,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,-3.44000e-01,
Horizontal Units,S,
Horizontal Scale,2.50000e-01,
Horizontal Position,7.2300000e+00,
Horizontal Mode,Main,
Sampling Period,1.00000e-03,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
5.230000e+0,4.32e-1,
5.231000e+0,4.32e-1,
5.232000e+0,4.32e-1,
5.233000e+0,4.34e-1,
5.234000e+0,4.34e-1,
5.235000e+0,4.34e-1,
5.236000e+0,4.34e-1,
5.237000e+0,4.32e-1,
5.238000e+0,4.32e-1,
5.239000e+0,4.32e-1,
5.240000e+0,4.32e-1,
5.241000e+0,4.32e-1,
5.242000e+0,4.32e-1,
5.243000e+0,4.32e-1,
5.244000e+0,4.32e-1,
5.245000e+0,4.32e-1,
5.246000e+0,4.32e-1,
5.247000e+0,4.30e-1,
5.248000e+0,4.30e-1,
5.249000e+0,4.32e-1,
5.250000e+0,4.32e-1,
5.251000e+0,4.34e-1,
5.252000e+0,4.34e-1,
5.253000e+0,4.34e-1,
5.254000e+0,4.34e-1,
5.255000e+0,4.28e-1,
5.256000e+0,4.28e-1,
5.257000e+0,4.30e-1,
5.258000e+0,4.30e-1,
5.259000e+0,4.28e-1,
5.260000e+0,4.28e-1,
5.261000e+0,4.28e-1,
5.262000e+0,4.28e-1,
5.263000e+0,4.28e-1,
5.264000e+0,4.28e-1,
5.265000e+0,4.24e-1,
5.266000e+0,4.24e-1,
5.267000e+0,4.26e-1,
5.268000e+0,4.26e-1,
5.269000e+0,4.24e-1,
5.270000e+0,4.24e-1,
5.271000e+0,4.22e-1,
5.272000e+0,4.22e-1,
5.273000e+0,4.20e-1,
5.274000e+0,4.20e-1,
5.275000e+0,4.20e-1,
5.276000e+0,4.20e-1,
5.277000e+0,4.18e-1,
5.278000e+0,4.18e-1,
5.279000e+0,4.14e-1,
5.280000e+0,4.14e-1,
5.281000e+0,4.12e-1,
5.282000e+0,4.12e-1,
5.283000e+0,4.12e-1,
5.284000e+0,4.12e-1,
5.285000e+0,4.10e-1,
5.286000e+0,4.10e-1,
5.287000e+0,4.08e-1,
5.288000e+0,4.08e-1,
5.289000e+0,4.06e-1,
5.290000e+0,4.06e-1,
5.291000e+0,4.02e-1,
5.292000e+0,4.02e-1,
5.293000e+0,3.98e-1,
5.294000e+0,3.98e-1,
5.295000e+0,3.94e-1,
5.296000e+0,3.94e-1,
5.297000e+0,3.94e-1,
5.298000e+0,3.94e-1,
5.299000e+0,3.90e-1,
5.300000e+0,3.90e-1,
5.301000e+0,3.86e-1,
5.302000e+0,3.86e-1,
5.303000e+0,3.82e-1,
5.304000e+0,3.82e-1,
5.305000e+0,3.80e-1,
5.306000e+0,3.80e-1,
5.307000e+0,3.72e-1,
5.308000e+0,3.72e-1,
5.309000e+0,3.72e-1,
5.310000e+0,3.72e-1,
5.311000e+0,3.64e-1,
5.312000e+0,3.64e-1,
5.313000e+0,3.60e-1,
5.314000e+0,3.60e-1,
5.315000e+0,3.56e-1,
5.316000e+0,3.56e-1,
5.317000e+0,3.52e-1,
5.318000e+0,3.52e-1,
5.319000e+0,3.52e-1,
5.320000e+0,3.52e-1,
5.321000e+0,3.46e-1,
5.322000e+0,3.46e-1,
5.323000e+0,3.38e-1,
5.324000e+0,3.38e-1,
5.325000e+0,3.34e-1,
5.326000e+0,3.34e-1,
5.327000e+0,3.28e-1,
5.328000e+0,3.28e-1,
5.329000e+0,3.24e-1,
5.330000e+0,3.24e-1,
5.331000e+0,3.18e-1,
5.332000e+0,3.18e-1,
5.333000e+0,3.16e-1,
5.334000e+0,3.16e-1,
5.335000e+0,3.14e-1,
5.336000e+0,3.14e-1,
5.337000e+0,3.08e-1,
5.338000e+0,3.08e-1,
5.339000e+0,3.08e-1,
5.340000e+0,3.08e-1,
5.341000e+0,3.02e-1,
5.342000e+0,3.02e-1,
5.343000e+0,2.96e-1,
5.344000e+0,2.96e-1,
5.345000e+0,2.92e-1,
5.346000e+0,2.92e-1,
5.347000e+0,2.90e-1,
